Suburb,Address,Type,Price,Method,SellerG,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longitude,Regionname
Aberfeldie,2/2 St Kinnord St,u,380000,S,Nelson,9.1,3040,1,1,1,0,-37.7561,144.9028,Western Metropolitan
South Yarra,104/5 Wilson St,u,380000,PI,hockingstuart,2.7,3141,1,1,0,0,-37.84368,144.99577,Southern Metropolitan
Armadale,11/49 Kooyong Rd,u,380000,S,Marshall,6.3,3143,1,1,1,0,-37.85889,145.01989,Southern Metropolitan
Hughesdale,6/2 Paddington Rd,u,375500,S,Gary,13,3166,2,1,1,0,-37.8934,145.0853,Southern Metropolitan
Brighton,6/138 New St,u,375000,S,hockingstuart,11.2,3186,1,1,1,0,-37.9181,144.993,Southern Metropolitan
Footscray,3/8 Eleanor St,h,375000,S,Sweeney,6.4,3011,2,1,1,0,-37.7906,144.8856,Western Metropolitan
Footscray,105/72 Cross St,u,375000,S,Biggin,6.4,3011,1,1,1,0,-37.8006,144.881,Western Metropolitan
Williamstown,4/54 Yarra St,u,375000,SP,Williams,8,3016,2,1,1,0,-37.8504,144.8924,Western Metropolitan
Hawthorn East,2/24 Selwood St,u,375000,S,Jellis,7.5,3123,1,1,1,0,-37.8362,145.0543,Southern Metropolitan
Hawthorn,41/168 Power St,u,375000,S,Domain,5.3,3122,1,1,1,0,-37.82538,145.02546,Southern Metropolitan
Malvern East,5/25 Clarence St,u,373000,SP,hockingstuart,11.2,3145,1,1,1,0,-37.8728,145.0417,Southern Metropolitan
Aberfeldie,5/319 Buckley St,u,373000,S,Barry,9.1,3040,2,1,1,0,-37.7553,144.8996,Western Metropolitan
Brooklyn,1/42 Nolan Av,u,372100,SP,hockingstuart,6.4,3012,2,1,1,0,-37.82212,144.84477,Western Metropolitan
Collingwood,307/11 Hoddle St,u,372000,SP,Woodards,1.6,3066,1,1,1,0,-37.809,144.9911,Northern Metropolitan
Windsor,6/7 Ellesmere Rd,u,372000,S,Fletchers,5.1,3181,1,1,1,0,-37.8574,145,Southern Metropolitan
Thornbury,4/77 Pender St,u,371000,S,Brace,6.5,3071,2,1,1,0,-37.7542,145.01,Northern Metropolitan
St Kilda,5/240 Barkly St,u,370500,S,hockingstuart,6.1,3182,1,1,1,0,-37.8722,144.9805,Southern Metropolitan
Bentleigh East,4/19 Gray St,u,370000,PI,Buxton,13.9,3165,1,1,1,0,-37.9205,145.0528,Southern Metropolitan
Brunswick,11/6 Sydney Rd,u,370000,S,Nelson,5.2,3056,1,1,1,0,-37.7775,144.9607,Northern Metropolitan
Brunswick West,8/109 Melville Rd,u,370000,VB,Nelson,5.9,3055,2,1,1,0,-37.7606,144.9443,Northern Metropolitan
Brunswick West,7/5 Allard St,u,370000,VB,Jellis,5.9,3055,2,1,1,0,-37.7686,144.9421,Northern Metropolitan
Carnegie,14/82 Coorigil Rd,u,370000,VB,Thomson,11.4,3163,2,1,1,0,-37.8959,145.0639,Southern Metropolitan
Elwood,7/76 Mitford St,u,370000,PI,Hodges,7.7,3184,1,1,1,0,-37.8767,144.9849,Southern Metropolitan
Essendon,1/10 Loeman St,u,370000,PI,Hodges,8,3040,2,1,3,0,-37.7569,144.9256,Western Metropolitan
Essendon,8/19 Fletcher St,u,370000,VB,Rendina,8,3040,2,1,0,0,-37.7558,144.9233,Western Metropolitan
Essendon,4/11 Spencer St,u,370000,VB,Barry,8,3040,2,1,1,0,-37.7482,144.908,Western Metropolitan
Footscray,405/250 Barkly St,u,370000,SP,Sweeney,6.4,3011,2,1,1,0,-37.7992,144.8961,Western Metropolitan
Hawthorn,109/311 Burwood Rd,u,370000,PI,Wood,4.6,3122,1,1,1,0,-37.8222,145.0329,Southern Metropolitan
Kensington,119/71 Henry St,u,370000,VB,Edward,4.2,3031,1,1,1,0,-37.7961,144.9261,Northern Metropolitan
Kensington,8/33 Rankins Rd,u,370000,PI,Nelson,4.2,3031,1,1,2,0,-37.7896,144.9321,Northern Metropolitan
Malvern East,6/5 Peak St,u,370000,VB,hockingstuart,11.2,3145,2,1,1,0,-37.8801,145.0874,Southern Metropolitan
Northcote,1/54 Emmaline St,u,370000,PI,hockingstuart,5.5,3070,2,1,1,0,-37.7635,144.9934,Northern Metropolitan
South Yarra,12 Stables La,u,370000,SP,Marshall,3.3,3141,1,1,1,0,-37.8423,144.997,Southern Metropolitan
South Yarra,10/432 Punt Rd,u,370000,PI,Hodges,3.3,3141,2,1,1,0,-37.8374,144.9871,Southern Metropolitan
Thornbury,40/337 Station St,u,370000,VB,Jellis,6.5,3071,1,1,1,0,-37.7634,145.021,Northern Metropolitan
Brunswick East,221/408 Lygon St,u,370000,VB,Nelson,4.5,3057,1,1,1,0,-37.765,144.9731,Northern Metropolitan
Kensington,7/11 Smith St,u,370000,SP,Rendina,3.4,3031,1,1,1,0,-37.79122,144.93175,Northern Metropolitan
Hawthorn,3/165 Power St,u,370000,VB,Jellis,5.3,3122,1,1,1,0,-37.82541,145.02591,Southern Metropolitan
Footscray,9/51 Napier St,u,370000,VB,Jas,5.1,3011,2,1,1,0,-37.80474,144.9021,Western Metropolitan
North Melbourne,107/33 Wreckyn St,u,368000,SP,Jellis,2.3,3051,1,1,1,0,-37.8,144.9542,Northern Metropolitan
Williamstown North,13/68 Kororoit Creek Rd,u,367500,S,Sweeney,8.9,3016,2,1,1,0,-37.8571,144.8841,Western Metropolitan
South Yarra,24/384 Toorak Rd,u,367000,S,hockingstuart,3.3,3141,1,1,0,0,-37.8406,145.0035,Southern Metropolitan
Collingwood,2/13 Alexander St,u,366000,S,Woodards,1.6,3066,1,1,1,0,-37.796,144.9911,Northern Metropolitan
St Kilda,37/3 Herbert St,u,366000,S,hockingstuart,6.1,3182,1,1,0,0,-37.8706,144.9821,Southern Metropolitan
Toorak,17/34 Mathoura Rd,u,366000,S,Jellis,4.6,3142,1,1,1,0,-37.8464,145.0074,Southern Metropolitan
Carnegie,3/9 Maroona Rd,u,365000,S,hockingstuart,11.4,3163,1,1,1,0,-37.8887,145.048,Southern Metropolitan
Flemington,3/39 Dover St,u,365000,PI,Rendina,4.4,3031,2,1,1,0,-37.7833,144.9255,Northern Metropolitan
Hawthorn,4/205 Auburn Rd,u,365000,PI,Jellis,4.6,3122,1,1,1,0,-37.8272,145.0444,Southern Metropolitan
Kensington,114/71 Henry St,u,365000,VB,Edward,4.2,3031,1,1,1,0,-37.7961,144.9261,Northern Metropolitan
Thornbury,2/54 Pender St,u,365000,S,McGrath,6.5,3071,1,1,1,0,-37.7544,145.0092,Northern Metropolitan
Malvern,5/11 Johnstone St,u,365000,SP,hockingstuart,7.4,3144,1,1,1,0,-37.8691,145.0345,Southern Metropolitan
Collingwood,6/13 Alexander St,u,365000,SP,Jellis,2,3066,1,1,0,0,-37.79597,144.99108,Northern Metropolitan
Collingwood,6/13 Alexander St,u,365000,SP,Jellis,2,3066,1,1,0,0,-37.79597,144.99108,Northern Metropolitan
Carnegie,5/66 Woornack Rd,u,363000,S,hockingstuart,11.4,3163,1,1,1,0,-37.8982,145.0625,Southern Metropolitan
Richmond,601/10 Burnley St,u,362000,S,Biggin,2.6,3121,1,1,1,0,-37.8127,145.0094,Northern Metropolitan
Ormond,10/21 Lillimur Rd,u,362000,SP,hockingstuart,11.8,3204,1,1,1,0,-37.9016,145.0414,Southern Metropolitan
Moonee Ponds,16/122 Maribyrnong Rd,u,362000,S,Brad,6.2,3039,1,1,1,0,-37.77149,144.91552,Western Metropolitan
South Yarra,2/403 Toorak Rd,u,360500,S,hockingstuart,3.3,3141,1,1,1,0,-37.8404,145.0045,Southern Metropolitan
Bentleigh,8/11 Brentwood St,u,360000,PI,Buxton,13,3204,2,1,1,0,-37.9332,145.045,Southern Metropolitan
Carnegie,4/12 Judith St,u,360000,VB,Gary,11.4,3163,2,1,1,0,-37.9032,145.0555,Southern Metropolitan
Essendon,8/30 Nicholson St,u,360000,VB,Nelson,8,3040,2,1,1,0,-37.754,144.9209,Western Metropolitan
Flemington,6/47 Railway Pl W,u,360000,PI,Nelson,4.4,3031,2,1,1,0,-37.7826,144.9273,Northern Metropolitan
Footscray,3/22 Pickett St,u,360000,S,Trimson,6.4,3011,2,1,1,0,-37.8012,144.8964,Western Metropolitan
Maidstone,4/6 Crefden St,u,360000,PI,Pagan,9.2,3012,3,2,1,0,-37.7776,144.8723,Western Metropolitan
Melbourne,405/270 King St,u,360000,VB,LITTLE,2.8,3000,2,1,0,0,-37.8138,144.9548,Northern Metropolitan
Moonee Ponds,6/7 York St,u,360000,SP,Brad,6.9,3039,1,1,1,0,-37.7652,144.9116,Western Metropolitan
South Yarra,19/877 Punt Rd,u,360000,VB,Owen,3.3,3141,1,1,1,0,-37.8339,144.9872,Southern Metropolitan
St Kilda,17/51 Chapel St,u,360000,S,McGrath,6.1,3182,1,1,1,0,-37.8627,144.9912,Southern Metropolitan
Docklands,2305/241 Harbour Esp,u,360000,VB,RT,1.9,3008,1,1,1,0,-37.8133,144.9433,Southern Metropolitan
Elwood,7/282 Barkly St,u,360000,S,Biggin,7.7,3184,1,1,0,0,-37.8749,144.9799,Southern Metropolitan
Travancore,456/38 Mt Alexander Rd,u,360000,SP,Pagan,5.3,3032,2,1,1,0,-37.7847,144.9383,Western Metropolitan
Caroline Springs,5/1 Dargi Grn,t,360000,SA,O'Brien,14.8,3023,3,1,1,0,-37.70624,144.74042,Western Metropolitan
St Kilda,8/240 Barkly St,u,360000,S,hockingstuart,5,3182,1,1,1,0,-37.87223,144.98046,Southern Metropolitan
Fitzroy North,7/14 Rae St,u,358500,SP,Jellis,3.5,3068,1,1,1,0,-37.7925,144.9786,Northern Metropolitan
Oak Park,5/4 Ethel St,u,358500,S,Jason,11.5,3046,3,1,1,0,-37.7233,144.9168,Northern Metropolitan
Elwood,7/8 John St,u,357000,S,Chisholm,7.7,3184,1,1,1,0,-37.8785,144.9885,Southern Metropolitan
Footscray,1/38 Lynch St,u,357000,S,Village,6.4,3011,1,1,0,0,-37.7964,144.9027,Western Metropolitan
Maribyrnong,8/42 Wests Rd,t,355000,SP,Biggin,8.7,3032,2,1,1,0,-37.7716,144.882,Western Metropolitan
Seddon,10/117 Albert St,u,355000,S,Sweeney,6.6,3011,2,1,1,0,-37.8066,144.8971,Western Metropolitan
Parkville,14/18 Lennon St,u,352500,S,Jellis,2.6,3052,1,1,1,0,-37.7864,144.9409,Northern Metropolitan
Reservoir,3/141 Hickford St,u,352000,S,Stockdale,11.2,3073,2,1,1,0,-37.703,145.014,Northern Metropolitan
Brunswick West,1/312 Hope St,u,351000,PI,Nelson,5.9,3055,1,1,1,0,-37.7614,144.9393,Northern Metropolitan
Brunswick,15/11 Aberdeen St,u,350000,S,hockingstuart,5.2,3056,2,1,1,0,-37.7671,144.9702,Northern Metropolitan
Carnegie,10/12 St Huberts Rd,u,350000,S,hockingstuart,11.4,3163,1,1,1,0,-37.8894,145.0508,Southern Metropolitan
Flemington,5/69 Edinburgh St,u,350000,VB,Jellis,4.4,3031,2,1,1,0,-37.7857,144.9244,Northern Metropolitan
Hawthorn,5/67 Auburn Rd,u,350000,VB,Noel,4.6,3122,1,1,1,0,-37.8208,145.0456,Southern Metropolitan
Malvern East,2/919 Dandenong Rd,u,350000,SP,Thomson,11.2,3145,1,1,1,0,-37.8769,145.0471,Southern Metropolitan
Reservoir,2/89 Purinuan Rd,t,350000,S,Nelson,11.2,3073,2,1,1,0,-37.7091,145.0255,Northern Metropolitan
Thornbury,4/77 Pender St,u,350000,PI,Brace,6.5,3071,2,1,1,0,-37.7542,145.01,Northern Metropolitan
Glen Huntly,6/99 Neerim Rd,u,350000,PI,hockingstuart,10.4,3163,2,1,1,0,-37.8868,145.0408,Southern Metropolitan
Windsor,7/113 Punt Rd,u,350000,SP,Kay,5.1,3181,1,1,0,0,-37.8508,144.984,Southern Metropolitan
Carlton,5/50 Barkly St,u,350000,VB,Woodards,1.6,3053,1,1,1,0,-37.79859,144.97336,Northern Metropolitan
St Kilda,14/12 Fitzroy St,u,350000,VB,Gary,5,3182,1,1,1,0,-37.8614,144.97407,Southern Metropolitan
Caulfield East,5/33 Grange Rd,u,350000,SP,Gary,8.4,3145,2,0,0,0,-37.88385,145.04785,Southern Metropolitan
Caulfield North,3/19 Hawthorn Rd,u,350000,PI,hockingstuart,7.8,3161,1,1,1,0,-37.8681,145.02576,Southern Metropolitan
Elwood,10/4 Poets Gr,u,350000,VB,Chisholm,7.2,3184,1,1,0,0,-37.88111,144.99054,Southern Metropolitan
Toorak,10/270 Williams Rd,u,350000,VB,Marshall,4.1,3142,2,1,1,0,-37.84157,145.00469,Southern Metropolitan
Maidstone,48/48 Eucalyptus Dr,u,349000,PI,hockingstuart,9.2,3012,2,1,1,0,-37.7795,144.8729,Western Metropolitan
Toorak,1/21 Bruce St,u,349000,PI,Williams,4.6,3142,1,1,1,0,-37.8369,145.0077,Southern Metropolitan
Hawthorn,25/510 Glenferrie Rd,u,348000,S,Woodards,4.6,3122,1,1,1,0,-37.8303,145.0341,Southern Metropolitan
Moonee Ponds,5/40 Young St,u,348000,S,Nelson,6.9,3039,2,1,1,0,-37.7677,144.9221,Western Metropolitan
Elwood,1/6 Wave St,u,347000,S,Gary,7.7,3184,1,1,1,0,-37.8839,144.9903,Southern Metropolitan
West Footscray,2/705 Barkly St,u,347000,SP,Jas,8.2,3012,2,1,1,0,-37.7964,144.8672,Western Metropolitan
Carnegie,8/48 Moonya Rd,u,345000,S,Thomson,11.4,3163,1,1,1,0,-37.8968,145.0609,Southern Metropolitan
Flemington,5/60 Farnham St,u,345000,SP,Nelson,4.4,3031,1,1,1,0,-37.7826,144.9311,Northern Metropolitan
Richmond,12/104 Rowena Pde,u,345000,S,Biggin,2.6,3121,1,1,0,0,-37.8211,144.9955,Northern Metropolitan
Toorak,11/789 Malvern Rd,u,345000,S,Woodards,4.6,3142,1,1,1,0,-37.8501,145.0199,Southern Metropolitan
Yarraville,5/69 Hamilton St,u,345000,S,hockingstuart/Village,7,3013,1,1,1,0,-37.8111,144.887,Western Metropolitan
Watsonia,1/6 Wattle Dr,u,342500,S,Miles,14.9,3087,2,1,1,0,-37.7167,145.0807,Northern Metropolitan
Prahran,13/37 Greville St,u,342000,S,hockingstuart,4.5,3181,1,1,1,0,-37.8486,144.9872,Southern Metropolitan
Richmond,5/285 Punt Rd,u,342000,S,Jellis,2.6,3121,1,1,1,0,-37.8214,144.9896,Northern Metropolitan
Bentleigh East,6/1126 North Rd,u,340000,VB,Gary,13.9,3165,2,1,1,0,-37.9096,145.0843,Southern Metropolitan
Brighton East,6/141 Centre Rd,u,340000,VB,Buxton,10.7,3187,1,1,1,0,-37.9164,145.0228,Southern Metropolitan
Carnegie,3/12 St Huberts Rd,u,340000,S,hockingstuart,11.4,3163,1,1,1,0,-37.8894,145.0508,Southern Metropolitan
Elwood,3/58 Byron St,u,340000,SP,Buxton,7.7,3184,1,1,1,0,-37.8784,144.9864,Southern Metropolitan
Essendon North,1/48 Keilor Rd,u,340000,SP,Nelson,9.4,3041,2,1,1,0,-37.7433,144.9074,Western Metropolitan
Glenroy,7/89 Station Rd,u,340000,S,Nelson,13,3046,2,1,1,0,-37.7071,144.9176,Northern Metropolitan
North Melbourne,1/315 Flemington Rd,u,340000,S,Brad,2.3,3051,1,1,1,0,-37.7916,144.9443,Northern Metropolitan
Northcote,9/28 Ross St,u,340000,PI,Nelson,5.5,3070,1,1,1,0,-37.7839,144.9991,Northern Metropolitan
Malvern,4/30 Finlayson St,u,338000,SP,hockingstuart,5.9,3144,1,1,1,0,-37.87012,145.03545,Southern Metropolitan
Moonee Ponds,4/7 York St,u,336000,S,Brad,6.9,3039,1,1,1,0,-37.7652,144.9116,Western Metropolitan
Maidstone,4/4 Crefden St,u,335000,SP,Biggin,9.2,3012,2,1,1,0,-37.7776,144.8723,Western Metropolitan
Maribyrnong,7/13 Navigator St,h,335000,S,hockingstuart,8.7,3032,2,1,1,0,-37.7681,144.8979,Western Metropolitan
Newport,37/114 Mason St,u,335000,S,Williams,8.4,3015,1,1,1,0,-37.8413,144.8741,Western Metropolitan
Reservoir,9/99 Barton St,u,335000,SP,Love,11.2,3073,2,1,1,0,-37.7112,144.9989,Northern Metropolitan
Reservoir,9/99 Barton St,u,335000,S,Love,11.2,3073,2,1,1,0,-37.7112,144.9989,Northern Metropolitan
St Kilda,307/2 Chaucer St,u,335000,SP,Wilson,6.1,3182,1,1,0,0,-37.8682,144.9782,Southern Metropolitan
Melbourne,2208/380 Little Lonsdale St,u,333000,SP,Biggin,2.8,3000,1,1,0,0,-37.8122,144.9582,Northern Metropolitan
Williamstown,2/125 Ferguson St,u,331000,S,Williams,8,3016,1,1,1,0,-37.8586,144.8933,Western Metropolitan
Murrumbeena,4/167 Murrumbeena Rd,u,331000,S,Thomson,12.1,3163,1,1,1,0,-37.8961,145.0651,Southern Metropolitan
Yarraville,12/35 Princess St,u,331000,S,Jas,7,3013,1,1,1,0,-37.8105,144.8952,Western Metropolitan
Brunswick West,9/39 Heller St,u,330000,S,hockingstuart/Advantage,5.9,3055,1,1,1,0,-37.7748,144.9483,Northern Metropolitan
Carnegie,1/78 Railway Rd,u,330000,S,hockingstuart,11.4,3163,1,1,1,0,-37.8888,145.0533,Southern Metropolitan
Fitzroy North,8/54 Kneen St,u,330000,VB,Jellis,3.5,3068,1,1,1,0,-37.782,144.9896,Northern Metropolitan
Hawthorn,7/21 Elphin Gr,u,330000,PI,RT,4.6,3122,1,1,1,0,-37.8177,145.0424,Southern Metropolitan
Maribyrnong,3/4 Navigator St,u,330000,S,Woodards,8.7,3032,2,1,1,0,-37.7689,144.8981,Western Metropolitan
Moonee Ponds,13/110 Maribyrnong Rd,u,330000,VB,Brad,6.9,3039,2,1,1,0,-37.7715,144.916,Western Metropolitan
Moonee Ponds,2/118 Holmes Rd,u,330000,SP,Jellis,6.9,3039,3,1,1,0,-37.7654,144.9094,Western Metropolitan
Prahran,4/313 Dandenong Rd,u,330000,VB,hockingstuart,4.5,3181,1,1,1,0,-37.8595,145.0076,Southern Metropolitan
South Yarra,3/49 Osborne St,u,330000,VB,Jellis,3.3,3141,1,1,1,0,-37.8437,144.9904,Southern Metropolitan
South Yarra,303/3 Clara St,u,330000,PI,Dingle,3.3,3141,2,1,1,0,-37.8421,144.9978,Southern Metropolitan
Thornbury,2/54 Pender St,u,330000,PI,Barry,6.5,3071,1,1,1,0,-37.7544,145.0092,Northern Metropolitan
Yarraville,3/107 Somerville Rd,u,330000,VB,Jas,7,3013,2,1,1,0,-37.8133,144.8865,Western Metropolitan
Carnegie,4/5 Gnarwyn Rd,u,330000,S,Ray,11.4,3163,1,1,1,0,-37.8944,145.0616,Southern Metropolitan
Coburg North,3/24 Mashoobra St,u,330000,VB,Rosin,9.2,3058,2,1,1,0,-37.7218,144.9563,Northern Metropolitan
Essendon,312/1005 Mt Alexander Rd,u,330000,VB,Nelson,8,3040,1,1,1,0,-37.7478,144.912,Western Metropolitan
Fitzroy North,7/110 Miller St,u,330000,S,Nelson,3.5,3068,1,1,1,0,-37.777,144.9836,Northern Metropolitan
Murrumbeena,8/9 Dunoon St,u,330000,S,hockingstuart,10.1,3163,1,1,1,0,-37.89166,145.06718,Southern Metropolitan
Glen Iris,1/15 Belmont Av,u,330000,SP,Thomson,7.3,3146,1,1,1,0,-37.85702,145.04801,Southern Metropolitan
Richmond,5/33 Davison St,u,330000,VB,Marshall,2.4,3121,1,1,1,0,-37.81317,145.00834,Northern Metropolitan
Balaclava,21/54 Balston St,u,328500,S,hockingstuart,6.4,3183,1,1,1,0,-37.86874,144.998,Southern Metropolitan
Glen Iris,6/219 Burke Rd,u,328000,S,Jellis,9.2,3146,1,1,0,0,-37.8588,145.0512,Southern Metropolitan
Fawkner,2/99 Major Rd,u,328000,SP,Love,12.4,3060,2,1,1,0,-37.7071,144.9644,Northern Metropolitan
Richmond,305/28 Burnley St,u,327000,S,Biggin,2.6,3121,1,1,1,0,-37.8127,145.0094,Northern Metropolitan
Ormond,2/50 Lillimur Rd,u,327000,S,Buxton,11.4,3204,1,1,1,0,-37.89976,145.04215,Southern Metropolitan
Elwood,11/16 Byron St,u,326000,VB,hockingstuart,7.7,3184,1,1,1,0,-37.8768,144.9905,Southern Metropolitan
Essendon,6/10 Violet St,u,326000,S,Nelson,7.5,3040,1,1,1,0,-37.75547,144.91327,Western Metropolitan
Clifton Hill,4/56 John St,u,325000,VB,Collins,3.4,3068,1,1,1,0,-37.7873,144.9958,Northern Metropolitan
Essendon,3/25 Wright St,u,325000,S,Brad,8,3040,1,1,1,0,-37.7447,144.9184,Western Metropolitan
Prahran,10/37 Greville St,u,325000,VB,Biggin,4.5,3181,1,1,1,0,-37.8486,144.9872,Southern Metropolitan
Essendon,203/964 Mt Alexander Rd,u,325000,S,Dingle,8,3040,1,1,1,0,-37.7537,144.917,Western Metropolitan
Armadale,8/569 Orrong Rd,u,324000,S,Jellis,6.3,3143,1,1,1,0,-37.8537,145.0114,Southern Metropolitan
Reservoir,2/963 High St,u,323000,S,Nelson,11.2,3073,2,1,1,0,-37.7093,145.0084,Northern Metropolitan
Seddon,5/4 Edward St,u,322500,S,Village,5.1,3011,1,1,1,0,-37.80504,144.88685,Western Metropolitan
South Kingsville,2/17 Greene St,u,321000,SP,Jas,9.1,3015,2,1,1,0,-37.8288,144.8711,Western Metropolitan
Essendon,3/23 Daisy St,u,320500,S,Nelson,8,3040,1,1,1,0,-37.7547,144.9107,Western Metropolitan
Brunswick West,9/610 Moreland Rd,u,320000,PI,Nelson,5.9,3055,2,1,1,0,-37.7514,144.9288,Northern Metropolitan
Brunswick West,2/8 Walker St,u,320000,S,Jellis,5.9,3055,1,1,1,0,-37.7661,144.9422,Northern Metropolitan
Hawthorn,23/146 Power St,u,320000,VB,Fletchers,4.6,3122,1,1,0,0,-37.8235,145.0258,Southern Metropolitan
Hawthorn,8/203 Auburn Rd,u,320000,VB,Marshall,4.6,3122,1,1,1,0,-37.827,145.0444,Southern Metropolitan
North Melbourne,103/171 Flemington Rd,u,320000,S,W.B.,2.3,3051,1,1,1,0,-37.7955,144.9492,Northern Metropolitan
Northcote,8/62 Cunningham St,u,320000,PI,Barry,5.5,3070,1,1,0,0,-37.7827,144.9999,Northern Metropolitan
South Melbourne,1107/50 Albert Rd,u,320000,VB,Dingle,2.1,3205,1,1,0,0,-37.8341,144.9713,Southern Metropolitan
South Yarra,6/49 Osborne St,u,320000,VB,Jellis,3.3,3141,1,1,0,0,-37.8437,144.9904,Southern Metropolitan
St Kilda,416/163 Fitzroy St,u,320000,VB,LITTLE,6.1,3182,1,2,1,0,-37.8587,144.9797,Southern Metropolitan
Hawthorn East,2/282 Riversdale Rd,u,320000,VB,Fletchers,7.5,3123,1,1,1,0,-37.8303,145.046,Southern Metropolitan
Glen Iris,11/1419 High St,u,320000,VB,Jellis,7.3,3146,1,1,0,0,-37.85852,145.04547,Southern Metropolitan
Albion,16/20 Talmage St,t,319000,SP,Barry,13.9,3020,2,1,1,0,-37.7796,144.8252,Western Metropolitan
Hawthorn,5/81 morang Rd,u,317500,S,Noel,4.6,3122,1,1,0,0,-37.826,145.0239,Southern Metropolitan
Footscray,10/24 Eldridge St,u,316000,S,Burnham,6.4,3011,2,1,1,0,-37.789,144.8932,Western Metropolitan
Alphington,3/34 Grange Rd,u,316000,S,Fletchers,6.4,3078,1,1,1,0,-37.7786,145.0253,Northern Metropolitan
Armadale,13/56 Sutherland Rd,u,315000,SP,Fletchers,6.3,3143,1,1,1,0,-37.8575,145.0174,Southern Metropolitan
Malvern East,5/80 Burke Rd,u,315000,S,Jellis,11.2,3145,1,1,1,0,-37.8704,145.0495,Southern Metropolitan
Thornbury,2/143 Smith St,u,315000,S,Harcourts,6.5,3071,1,1,1,0,-37.7566,144.9893,Northern Metropolitan
Travancore,145/38 Mt Alexander Rd,u,315000,SP,Ray,5.3,3032,2,1,1,0,-37.7847,144.9383,Western Metropolitan
Footscray,6/248 Gordon St,u,315000,SP,Biggin,6.4,3011,1,1,1,0,-37.7971,144.8883,Western Metropolitan
Brunswick,23/1 Pottery Ct,u,315000,PI,Walshe,5.2,3056,1,1,1,0,-37.77034,144.95334,Northern Metropolitan
Richmond,7/4 Smith St,u,314000,SP,Biggin,2.4,3121,1,1,1,0,-37.81256,144.99347,Northern Metropolitan
Elwood,11/6 Byron St,u,313000,S,Chisholm,7.7,3184,1,1,1,0,-37.8766,144.991,Southern Metropolitan
Northcote,1/68 Bridge St,u,312000,S,Harcourts,5.5,3070,1,1,1,0,-37.7783,144.9954,Northern Metropolitan
Seaholme,1/27 Noordenne Av,u,312000,S,RT,11,3018,1,1,0,0,-37.86007,144.84578,Western Metropolitan
Ormond,3/10 Ormond Rd,u,311500,PI,Ray,11.8,3204,1,1,1,0,-37.9032,145.0455,Southern Metropolitan
Footscray,2/36 Empire St,u,310000,PI,Sweeney,6.4,3011,2,1,1,0,-37.7878,144.8919,Western Metropolitan
Hawthorn,301/25 Lynch St,u,310000,VB,Jellis,4.6,3122,1,1,1,0,-37.8216,145.0343,Southern Metropolitan
South Yarra,12/219 Williams Rd,u,310000,PI,Buxton,3.3,3141,1,1,1,0,-37.8444,145.0037,Southern Metropolitan
South Yarra,1/949 Punt Rd,u,310000,SP,hockingstuart,3.3,3141,1,1,1,0,-37.8319,144.9876,Southern Metropolitan
Williamstown,8/99 Verdon St,u,310000,SP,Sweeney,8,3016,1,1,1,0,-37.8588,144.8919,Western Metropolitan
Carlton,309/20 Reeves St,u,310000,PI,hockingstuart,1.8,3053,1,1,1,0,-37.7929,144.9705,Northern Metropolitan
Essendon,9/44 Fletcher St,u,310000,S,Considine,7.5,3040,1,1,1,0,-37.75515,144.92114,Western Metropolitan
Footscray,5/232 Nicholson St,u,310000,PI,Burnham,5.1,3011,1,1,0,0,-37.80376,144.89862,Western Metropolitan
Essendon,9/44 Fletcher St,u,310000,SP,Considine,7.5,3040,1,1,1,0,-37.75515,144.92114,Western Metropolitan
Parkville,9/18 Lennon St,h,307000,S,Jellis,2.6,3052,1,1,1,0,-37.7864,144.9409,Northern Metropolitan
Richmond,7/182 Coppin St,u,306000,S,Jellis,2.6,3121,1,1,1,0,-37.8242,145.0026,Northern Metropolitan
Oakleigh,8/105 Atherton Rd,h,305000,PI,Ray,14,3166,2,1,1,0,-37.8994,145.0955,Southern Metropolitan
Carnegie,3/9 Poplar Gr,u,305000,S,Woodards,11.4,3163,1,1,1,0,-37.8858,145.0632,Southern Metropolitan
Thornbury,8/77 Pender St,u,303500,SP,Woodards,6.5,3071,1,1,1,0,-37.7542,145.01,Northern Metropolitan
Reservoir,6/833 High St,u,301000,SP,Barry,11.2,3073,3,1,1,0,-37.7272,145.0057,Northern Metropolitan
Abbotsford,6/241 Nicholson St,u,300000,S,Biggin,2.5,3067,1,1,1,0,-37.8008,144.9973,Northern Metropolitan
Brunswick West,12/881 Park St,u,300000,SP,Grantham,5.9,3055,1,1,0,0,-37.7763,144.947,Northern Metropolitan
Elwood,14/9 Southey St,u,300000,S,hockingstuart,7.7,3184,1,1,0,0,-37.8749,144.9842,Southern Metropolitan
Fairfield,4/10 Station St,u,300000,VB,Raine,5.8,3078,1,1,1,0,-37.7839,145.0171,Northern Metropolitan
Malvern East,3/907 Dandenong Rd,u,300000,PI,Anderson,11.2,3145,1,1,1,0,-37.8764,145.0463,Southern Metropolitan
Preston,22/2 Arthur St,u,300000,PI,Nelson,8.8,3072,1,1,1,0,-37.7441,144.9999,Northern Metropolitan
Reservoir,8/99 Barton St,u,300000,VB,Love,11.2,3073,2,1,1,0,-37.7112,144.9989,Northern Metropolitan
Windsor,106/233 Dandenong Rd,u,300000,VB,Ray,5.1,3181,1,1,1,0,-37.8584,144.9994,Southern Metropolitan
